Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"035536", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.66, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001
"035537", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001
"03553602", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03553603", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03553604", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03553605", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03553606", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03553608", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03553607", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03553609", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"035536A", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03553601", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"035538", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001
"035539", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03553801", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03553802", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03553803", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03553804", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03553805", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03553809", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03553806", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03553807", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03553808", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"035538A", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"035540", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03555", 12, 1,    6928.49,    0.0,         1, 2,    6928.52, -120.0,         1, 3,    6928.45,  120.0,         1
"035541", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03554002", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03554003", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03554004", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03554005", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03554006", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03554007", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03554008", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03554009", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"035540A", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03554001", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"035542", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"035543", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03554201", 12, 1,    6928.64,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554202", 12, 1,    6928.64,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"035542A", 12, 1,    6928.64,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554301", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03554301A", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554302", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554303", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554304", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554305", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"035543A", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"035544", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03554401", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"035545", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03554401A", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03554402", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03554403", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03554405", 12, 1,    6928.64,    0.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03554406", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03554404", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03554407", 12, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03554410", 12, 1,    6928.64,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554413", 12, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03554414", 12, 1,    6928.64,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554408", 12, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03554409", 12, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03554410A", 12, 1,    6928.64,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554411", 12, 1,    6928.64,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554411A", 12, 1,    6928.64,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554412", 12, 1,    6928.64,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554414A", 12, 1,    6928.64,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554415", 12, 1,    6928.64,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554416", 12, 1,    6928.64,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554417", 12, 1,    6928.64,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554418", 12, 1,    6928.64,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554419", 12, 1,    6928.64,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"035546", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"035546A", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"035547", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"035548", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"035549", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"03554801", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 0, 0, 0, 0
"03554802", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 0, 0, 0, 0
"03554803", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 0, 0, 0, 0
"03554804", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 0, 0, 0, 0
"03554805", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 0, 0, 0, 0
"03554806", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 0, 0, 0, 0
"03554806A", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 0, 0, 0, 0
"03554807", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 0, 0, 0, 0
"03554808", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 0, 0, 0, 0
"03554809", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 0, 0, 0, 0
"03554810", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 0, 0, 0, 0
"035548A", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 0, 0, 0, 0
"035550", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"03554901", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"03554902", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 0, 0, 0, 0
"03554903", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"03554904", 12, 2,    6928.68, -120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03554907", 12, 3,    6928.57,  120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03554913", 12, 1,    6928.65,    0.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03554905", 12, 2,    6928.68, -120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03554906", 12, 2,    6928.68, -120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03554908", 12, 3,    6928.57,  120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03554909", 12, 3,    6928.57,  120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03554910", 12, 3,    6928.57,  120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03554911", 12, 3,    6928.57,  120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03554912", 12, 3,    6928.57,  120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03554914", 12, 1,    6928.65,    0.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03554915", 12, 1,    6928.65,    0.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03554916", 12, 1,    6928.65,    0.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03554917", 12, 1,    6928.65,    0.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"035549A", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"03556", 12, 1,     6928.5,    0.0,         1, 2,    6928.52, -120.0,         1, 3,    6928.45,  120.0,         1
"035551", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"0355501", 12, 2,    6928.52, -120.0,         1, 3,    6928.45,  120.0,         1, 0, 0, 0, 0
"0355502", 12, 2,    6928.52, -120.0,         1, 3,    6928.45,  120.0,         1, 0, 0, 0, 0
"0355503", 12, 2,    6928.52, -120.0,         1, 3,    6928.45,  120.0,         1, 0, 0, 0, 0
"0355504", 12, 2,    6928.52, -120.0,         1, 3,    6928.45,  120.0,         1, 0, 0, 0, 0
"0355505", 12, 2,    6928.52, -120.0,         1, 3,    6928.45,  120.0,         1, 0, 0, 0, 0
"0355506", 12, 2,    6928.52, -120.0,         1, 3,    6928.45,  120.0,         1, 0, 0, 0, 0
"035552", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"035553", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"035554", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"035555", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"03555501", 12, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001, 0, 0, 0, 0
"035556", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"03555501A", 12, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001, 0, 0, 0, 0
"03555502", 12, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001, 0, 0, 0, 0
"03555503", 12, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001, 0, 0, 0, 0
"03555504", 12, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001, 0, 0, 0, 0
"03555601", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"035557", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"03555601A", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"03555602", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"03555603", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"03555604", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"035558", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"03555701", 12, 1,    6928.65,    0.0,    1.0001, 3,    6928.57,  120.0,    1.0001, 0, 0, 0, 0
"03555702", 12, 1,    6928.65,    0.0,    1.0001, 3,    6928.57,  120.0,    1.0001, 0, 0, 0, 0
"03555703", 12, 1,    6928.65,    0.0,    1.0001, 3,    6928.57,  120.0,    1.0001, 0, 0, 0, 0
"03555704", 12, 1,    6928.65,    0.0,    1.0001, 3,    6928.57,  120.0,    1.0001, 0, 0, 0, 0
"035557A", 12, 1,    6928.65,    0.0,    1.0001, 3,    6928.57,  120.0,    1.0001, 0, 0, 0, 0
"035559", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"035560", 12, 1,    6928.65,    0.0,    1.0001, 2,    6928.68, -120.0,    1.0001, 3,    6928.57,  120.0,    1.0001
"03555A", 12, 2,    6928.52, -120.0,         1, 3,    6928.45,  120.0,         1, 0, 0, 0, 0
"03557", 12, 1,     6928.5,    0.0,         1, 2,    6928.53, -120.0,         1, 3,    6928.45,  120.0,         1
"03558", 12, 1,    6928.51,    0.0,         1, 2,    6928.54, -120.0,         1, 3,    6928.46,  120.0,         1
"0355801", 12, 2,    6928.54, -120.0,         1, 3,    6928.46,  120.0,         1, 0, 0, 0, 0
"03559", 12, 1,    6928.52,    0.0,         1, 2,    6928.55, -120.0,         1, 3,    6928.47,  120.0,         1
"0355901", 12, 1,    6928.52,    0.0,         1, 2,    6928.55, -120.0,         1, 0, 0, 0, 0
"0355949", 12, 2,    6928.55, -120.0,         1, 3,    6928.47,  120.0,         1, 0, 0, 0, 0
"0355902", 12, 1,    6928.52,    0.0,         1, 2,    6928.55, -120.0,    1.0001, 0, 0, 0, 0
"0355903", 12, 1,    6928.53,    0.0,         1, 2,    6928.55, -120.0,    1.0001, 0, 0, 0, 0
"0355904", 12, 1,    6928.53,    0.0,         1, 2,    6928.55, -120.0,    1.0001, 0, 0, 0, 0
"0355905", 12, 1,    6928.53,    0.0,         1, 2,    6928.55, -120.0,    1.0001, 0, 0, 0, 0
"0355906", 12, 1,    6928.53,    0.0,         1, 2,    6928.55, -120.0,    1.0001, 0, 0, 0, 0
"0355906A", 12, 1,    6928.53,    0.0,         1, 2,    6928.55, -120.0,    1.0001, 0, 0, 0, 0
"0355907", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355908", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355944", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355920", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355908A", 12, 1,    6928.53,    0.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"0355909", 12, 1,    6928.53,    0.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"0355910", 12, 1,    6928.53,    0.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"0355911", 12, 1,    6928.53,    0.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"0355912", 12, 1,    6928.53,    0.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"0355919", 12, 1,    6928.53,    0.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"0355913", 12, 1,    6928.53,    0.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"0355914", 12, 1,    6928.53,    0.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"0355915", 12, 1,    6928.53,    0.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"0355916", 12, 1,    6928.53,    0.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"0355918", 12, 1,    6928.53,    0.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"0355917", 12, 1,    6928.53,    0.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"0355921", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355923", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355921A", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355922", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355924", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355930", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355924A", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355925", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355926", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355928", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355927", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355929", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355933", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355930A", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355931", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355932", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355938", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355939", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355933A", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355934", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355935", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355936", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355937", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355943", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355939A", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355940", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355941", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355942", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355945", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355946", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"03551314A", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355947", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355948", 12, 1,    6928.53,    0.0,         1, 2,    6928.56, -120.0,    1.0001, 0, 0, 0, 0
"0355949A", 12, 2,    6928.55, -120.0,         1, 3,    6928.47,  120.0,         1, 0, 0, 0, 0
"0355950", 12, 2,    6928.55, -120.0,         1, 3,    6928.47,  120.0,         1, 0, 0, 0, 0
"0355951", 12, 2,    6928.55, -120.0,         1, 3,    6928.47,  120.0,         1, 0, 0, 0, 0
"0355952", 12, 2,    6928.55, -120.0,         1, 3,    6928.47,  120.0,         1, 0, 0, 0, 0
"0355953", 12, 2,    6928.55, -120.0,         1, 3,    6928.47,  120.0,         1, 0, 0, 0, 0
"03551328", 12, 1,    6928.55,    0.0,    1.0001, 2,          0,    0.0,         0, 3,          0,    0.0,         0
